2025-02-11 12:38:10.876 | ERROR    | 文件: D:\code\person_git\toolsPlatform\app\crud\Dictionary.py | 模块: QmsBase | 方法: dictionary_list | 行数: 49 | - 查询字典枚举失败, list indices must be integers or slices, not str
2025-02-21 18:28:35.400 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 267 | - An unexpected error occurred: list indices must be integers or slices, not str
2025-02-21 18:28:35.905 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: async_operations | 行数: 209 | - 异步操作过程中发生错误: local variable 'last_inserted_id' referenced before assignment
2025-02-21 18:31:37.816 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 282 | - 发生了意外错误: 'list' object has no attribute 'columns'
2025-02-21 18:31:38.263 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: async_operations | 行数: 209 | - 异步操作过程中发生错误: local variable 'data_dicts' referenced before assignment
2025-02-21 18:33:25.546 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 224 | - Expected df to be a DataFrame, but got <class 'list'>
2025-02-21 18:33:25.575 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 286 | - 发生了意外错误: Can only use .str accessor with string values!
2025-02-21 18:33:26.359 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: async_operations | 行数: 209 | - 异步操作过程中发生错误: local variable 'data_dicts' referenced before assignment
2025-02-21 18:35:01.668 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 224 | - Expected df to be a DataFrame, but got <class 'list'>
2025-02-21 18:35:01.698 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 289 | - 发生了意外错误: '商家打款金额（元）'
2025-02-21 18:35:02.497 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: async_operations | 行数: 209 | - 异步操作过程中发生错误: local variable 'data_dicts' referenced before assignment
2025-02-21 18:36:50.316 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 224 | - Expected df to be a DataFrame, but got <class 'list'>. Converting to DataFrame.
2025-02-21 18:36:50.341 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 303 | - 列名错误: "列 '商家打款金额（元）' 不存在于 DataFrame 中"
2025-02-21 18:36:51.283 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: async_operations | 行数: 209 | - 异步操作过程中发生错误: local variable 'data_dicts' referenced before assignment
